zygote,early2cell,mid2cell,late2cell,4cell,8cell,16cell,earlyblast,midblast,lateblast,gene
4.44473722801814,3.17748813208183,1.75277080903977,2.95360747090858,1.9177280412119,9.45258525891767,13.4385141230641,13.2702048290108,8.58978973046147,2.7478901375892,Plekhg2
165.907421166796,188.822657046841,31.2765066383702,44.4660337413602,89.3989205828895,71.6387716269292,48.1158449496392,60.4698839088324,97.1010072820344,41.8378186266472,Plekhg3
417.31471033569,549.815894298597,278.224225119322,114.425952839281,16.5252550168372,0.87972440050967,15.9594004408788,0.0564589462677291,1.31866477479026,0.0833897296089209,Plekhg1
0,0,1.14171309579655,3.27549996278435,8.20559470421897,6.98080900809293,9.19587642921877,3.63454466598506,0.500501616201904,0,Plekhg6
0,0.679676605792904,0,0,0,0,0,0,0,0,4930592I03Rik
0.304165240769453,0.0169919151448226,0,1.59190468709472,0,0.24931460743189,0,4.2320685139852,0,0.0635350320829873,Plekhg4
8.63436812506835,16.1423193875815,24.394067131315,50.8590137163717,82.1913999521637,64.6793324423304,44.162107351366,15.3568333848223,7.79563587449535,6.48454421196989,Plekhg5
12.1764214127384,5.6413158280811,40.5549355999844,119.730350932677,75.8821459875818,44.6736160145457,39.2624549240422,40.9374409562926,35.8329607289644,39.1137541260891,Nsa2
14.3055780981246,18.4447238897049,141.411619217392,141.987753598196,146.217851766751,58.7563296971985,30.9635666947853,81.5925871812466,56.6730354050614,59.6157147913681,Nampt
0,0,1.15779356193453,0.0117051815227553,0,0.220821509439674,0,0,0,0,Vmo1
20.0062234170618,14.7659742608508,21.242295768271,3.65982008944815,4.09210370132206,7.82491703611233,14.1211570908272,55.4003410252092,35.0129507009436,55.8353803824303,Man2a1
0,0,0,0,0,0,0,0.00235245609448871,0,0,F930015N05Rik
394.041163525847,494.286315605317,599.93003067574,385.395052500305,125.91417347169,51.308946209483,53.8682186267968,36.684200337457,40.8933829739578,35.8655256108463,4931406P16Rik
1.3932730383633,0.0254878727172339,0,1.9898808588684,0.43487513202203,0.0356163724902701,0.26793154024833,0.0399917536063081,1.78592274120753,0.357384555466804,Vwf
5.24930334876314,2.22594088397176,4.61509378160013,9.37585039972697,55.9563100203429,60.5727646942023,77.5440474268275,70.7030679198583,74.8887086176053,97.4627392153026,Mier1
226.446115861878,72.2581191533581,42.9187641222674,22.9245980123162,3.52177565932595,5.1038261778557,9.22849418194465,4.14032272630014,10.7857174856794,6.47263139345434,Mier2
107.282023953974,130.659331506113,856.783316297687,1060.27680183063,1740.93347729364,1528.82566587034,1072.39715476368,306.894364718714,340.492542310758,96.8710692290298,Mier3
0,0.144431278730992,19.4412835608173,19.8812508163998,24.9375936362797,8.55505267216287,8.43401891912134,1.71494049288227,6.40124945297343,1.68764928970435,Aqp11
0,0.0254878727172339,0.450253051863427,0.120953542401804,0,0.477259391369619,0.0186387158433621,0,0,0,Aqp12
7.05467122945926,8.48746161483889,3.65026581332135,1.96061790506151,0.0142582010499026,0.199451685945512,2.83541464767146,2.18543171178002,0.618701259880583,0.285907644373443,1810010H24Rik
158.30329014756,201.473137872162,51.9238251595359,18.2386236760398,1.96763174488656,0.498629214863781,19.4797878957938,0,0.535592135419012,0.00397093950518671,Tubal3
58.7431385963457,59.531174709886,54.191170884991,74.6400408434361,22.1643735320736,27.0755663671033,26.6743322113316,123.830936357791,139.839412819039,180.892178219275,Dag1
43.9077242723646,34.1877332713831,25.889550482147,64.2770534686235,112.055202051185,146.037812121854,203.241217234981,114.618718291774,99.0235983612454,134.066859574114,Myadm
0,0.0509757454344678,0.418092119587468,0.495519351129973,0,0,0,0,0.0277030414871903,0.150895701197095,Gm15008
24.3037839156753,23.5847782210138,40.5066942015704,29.5477798906086,9.89519152863243,1.71314751678199,0.111832295060173,1.43264576154363,3.3003556758406,0.865664812130702,Sacs
0.93211928622897,0.212398939310283,0.0482413984139386,0.423337398406316,6.26647936143221,0.609039969583618,0.80612446022541,6.83858986667869,1.4128551158467,1.16745621452489,Zfp712
0.922307504268665,0.0339838302896452,23.9277336133135,91.6320626873025,56.8617057870117,40.5884180899118,29.7054533753583,37.9992232942762,40.3522502302414,25.8349324207447,Zfp710
0,0.280366599889573,0.0321609322759591,0.275071765784749,0,0,0.00232983948042026,0,0,0.00397093950518671,Zfp711
5.70064531893717,1.85211875078566,8.9568196388546,11.4418149384933,20.3820984008358,9.65916021936124,5.78965110884435,23.0681844625563,21.1632768267809,13.9777070582572,Zfp715
0.0588706917618297,0.713660436082549,3.36081742283772,6.30324025000372,18.8279544863964,29.2018638047724,16.376441707874,15.2439154922869,31.9988597871373,21.863992915558,Mllt6
0.127553165483964,0.65418873307567,0.498494450277366,0.659391892448547,2.88015661208033,5.66656486320197,1.96871436095512,8.62175158630114,14.2504445410107,10.5547572047863,Zfp719
1.13816670739537,2.39586003541999,1.14171309579655,11.4125519846864,34.6402994507384,38.6971887106784,20.6353882780822,22.816471660446,17.7594964627215,33.3678046620839,Mllt1
893.362747485765,838.134710475947,804.650445078358,330.48604597706,37.8341364859166,9.69833822910054,33.5636675549343,14.9827928657986,8.4346526981332,19.5131967284875,Mllt3
4001.06807133707,5864.75101627795,2968.1485202144,506.375906992329,31.7957883412829,1.4246548996108,83.3709759673586,0.0635163145511953,16.5571844621774,0,Btg4
0.166800293325184,0.0594717030068791,1.09347169738261,3.18380937418943,3.2651280404277,1.67753114429172,0.53586308049666,0.503425604220585,0.36937388649587,1.21510748858713,Btg3
