gene,P0,P1,P2,P4,P5,P6,P7,P10,P15
Prkdc,133.019812010508,162.002433430158,184.522276139976,134.05850285598,118.334941343042,52.4441469834626,74.2433874429118,44.2982394335582,101.988092054285
Prkg1,2.08986350370005,3.75088324369715,4.60431453413079,4.96512973540665,18.0180774884467,22.9103830507466,16.4513581896374,2.4735057551733,14.9080954232356
Prkg2,5.12016558406513,7.44222865812926,6.4110708703087,8.45128465601132,19.9118694166618,59.3932679088076,32.4250963028014,189.560486510099,12.4698555175662
Prkn,6.16509733591515,3.45319409737198,5.01229177133226,3.59179597880481,4.32866726449169,1.03151013735589,0.796033460788904,0.374773599268682,2.15958391645002
Prkra,30.4597605664282,25.5417287546996,25.352871168948,32.5374459256436,30.1383458290234,25.733463426668,30.0900648178206,17.1646308465056,24.0340790701695
Prkrip1,31.2957059679083,49.4163982899783,39.7486393959139,35.1784723806471,46.9119314789287,42.7805256966548,36.0868502224303,60.0387306028428,28.8408948842035
Prkx,30.3030208036507,44.9510610951007,44.4695188549594,50.4964258196676,54.811749236626,61.2391281546023,50.3093147218587,85.298471193552,45.0029422589262
Prl,0,0,0,0.0528205291000708,0.216433363224584,0.108580014458515,0.424551179087416,0.149909439707473,0
Prl2a1,0,0,0.116564924914704,0,0.108216681612292,0.434320057834059,0.318413384315562,0,0.139327994609679
Prl2b1,0,0,0,0,0.324650044836877,0.217160028917029,0.106137794771854,0,0
Prl2c1,0,0,0.116564924914704,0,0,0.217160028917029,0,0,0
Prl2c2,1.35841127740503,0.952605268240545,1.39877909897644,1.37333375660184,5.19440071739003,12.4324116554999,12.9488109621662,666.497368939424,4.73715181672907
Prl2c3,0.104493175185003,0.0595378292650341,0.0582824624573518,0,0.162325022418438,0.705770093980346,0.265344486929635,0.974411358098573,0
Prl2c5,0,0,0,0.0528205291000708,0.108216681612292,0.434320057834059,0.0530688973859269,1.94882271619715,0.0696639973048393
Prl3a1,0,0,0,0.105641058200142,0.757516771286045,0.380030050604802,0.742964563402977,0,0
Prl3b1,0,0,0,0,0,0.0542900072292574,0,0,0
Prl3d1,0,0,0,0,0,0,0,0,0
Prl3d2,0,0.238151317060136,0.291412312286759,0,0.486975067255315,0.434320057834059,0.106137794771854,0.524683038976154,0.139327994609679
Prl3d3,0,0.119075658530068,0.116564924914704,0,0.162325022418438,0.108580014458515,0.212275589543708,0.0749547198537364,0
Prl4a1,0,0.119075658530068,0,0,0,0,0,0,0
Prl5a1,0,0,0,0,0,0,0,0,0
Prl6a1,0,0,0,0,0.216433363224584,0.108580014458515,0.106137794771854,0.149909439707473,0.278655989219357
Prl7a1,0,0,0,0,0,0,0,0,0
Prl7a2,0,0,0,0,0,0,0,0,0
Prl7b1,0,0,0,0,0,0,0,0,0.0696639973048393
Prl7c1,0,0,0,0,0,0.0542900072292574,0.212275589543708,0,0
Prl7d1,0,0,0,0,0.108216681612292,0,0,0,0
Prl8a1,0,0.119075658530068,0,0,0,0,0,0,0
Prl8a2,0,0,0,0,0,0,0,0.149909439707473,0
Prl8a6,0.313479525555008,0,0.466259699658814,0.211282116400283,0.757516771286045,1.41154018796069,1.27365353726225,0,0.835967967658071
Prl8a8,0,0,0.116564924914704,0,0,0.108580014458515,0.106137794771854,0,0
Prl8a9,0.41797270074001,0.476302634120273,0.466259699658814,1.2676926984017,3.35471712998106,4.28891057111133,4.88233855950528,1.79891327648967,7.24505571970328
Prlhr,0,0,0,0,0,0,0,0,0
Prlr,0.522465875925013,1.30983224383075,1.74847387372055,1.84871851850248,2.38076699547043,2.28018030362881,1.16751574249039,1.19927551765978,2.36857590836454
Prm1,0.104493175185003,0,0.174847387372055,0,0.27054170403073,0,0,0.149909439707473,0
Prm2,0,0,0,0,0.108216681612292,0,0,0,0
Prmt1,612.382253171707,803.40346810237,604.039440907994,462.338091212919,486.379875506447,515.157878598423,548.148641099239,232.059812667168,400.498320505521
Prmt2,17.1891273179329,29.649838973987,34.8529125494964,30.2661631743405,52.5391989227679,59.8818779738709,58.853407200993,29.3822501826647,44.0276462966584
Prmt3,134.169236937543,126.101122383342,101.23663728842,63.9128402110856,91.2266625991623,88.2212617475432,63.4704012735686,55.7663115711798,77.2573730110668
Prmt5,381.556829188037,396.105178100272,306.740599913043,249.576999997834,207.938353718019,234.207091187016,209.144524597938,175.993682216573,214.147127715076
Prmt6,29.1535958766157,52.6909788995552,42.5461975938668,31.5338558727422,47.1283648421533,48.9695865207901,44.5778738041786,41.225095919555,29.467870859947
Prmt7,177.742890989689,141.938184967841,135.681572600715,138.601068358586,103.238714258127,83.6066111330563,71.9614248553169,39.3512279232116,87.1496606283539
Prmt8,29.2058424642082,15.2416842918487,7.80984996928514,8.60974624331153,6.76354260076826,4.50607060002836,7.90726571050312,3.59782655297935,3.34387187063229
Prmt9,30.2507742160582,37.3897567784414,35.610584561442,32.3261638092433,31.4369460083709,32.5740043375544,29.9839270230487,28.1080199451511,35.528638625468
Prn,0,0.0595378292650341,0,0,0,0,0,0,0
Prnd,0.104493175185003,0,0,0,0,0.108580014458515,0,0,0
Prnp,62.2779324102615,138.782680016794,131.83493007853,214.768271320888,473.069223668135,657.343407531848,618.093447853891,246.15129999967,545.608426891501
Prob1,2.29884985407006,3.21504278031184,6.81904810751016,5.01795026450672,6.60121757834982,3.04024040483841,3.44947833008525,5.47169454932275,5.57311978438714
Proc,1.04493175185003,0.654916121915375,0.932519399317629,0.739487407400991,0.108216681612292,0.217160028917029,0.636826768631123,0.449728319122418,1.39327994609679
Proca1,3.23928843073508,1.84567270721606,3.67179513481316,2.58820592590347,3.24650044836877,1.24867016627292,1.16751574249039,5.17187566990781,1.6022719380113
Procr,16.2486887412679,19.3497945111361,22.9050077457393,27.9420598939374,66.9320175772027,176.17107345894,77.3744523886815,47.5962471071226,53.0143019489827
Prodh,36.5203647271584,31.1978225348779,28.3835592167303,18.9625699469254,13.3106518383119,18.8386325085523,17.6188739321277,3.97260015224803,15.9530553828082
Prodh2,0.104493175185003,0.119075658530068,0.524542162116166,0.950769523801274,0.216433363224584,0.108580014458515,0.106137794771854,0,0.487647981133875
Prok1,0.104493175185003,0.238151317060136,0.349694774744111,0.422564232800566,0.108216681612292,0,0.106137794771854,0.374773599268682,0
Prok2,0.522465875925013,0.714453951180409,0.524542162116166,0.264102645500354,0.324650044836877,0.217160028917029,0,0.524683038976154,0.905631964962911
Prokr1,0,1.60752139015592,2.33129849829407,2.21846222220297,1.13627515692907,1.90015025302401,1.59206692157781,3.74773599268682,3.62252785985164
Prokr2,0.522465875925013,0.714453951180409,0.174847387372055,0.68666687830092,0.919841793704484,1.30296017350218,1.48592912680595,0.374773599268682,3.06521588141293
Prom1,5.27690534684263,2.26243751207129,2.38958096075142,3.69743703700495,2.16433363224584,1.68299022410698,2.60037597191042,1.6490038367822,3.06521588141293
Prom2,7.10553591258017,1.96474836574612,1.51534402389115,2.64102645500354,0.649300089673753,0.108580014458515,0.530688973859269,0.749547198537364,4.17983983829036
Prorsd1,16.7189080296004,15.2416842918487,13.4049663651909,10.5112852909141,14.7174686992717,14.7125919591287,11.0383306562728,10.1188871802544,9.4046396361533
Pros1,166.405381482117,446.533719487756,506.999140916503,350.83395428267,349.756314970928,261.243514787186,288.907077368986,108.159660748942,239.922806717866
Proser1,76.6457439981994,84.9009445319386,81.6537299027499,56.0425813751751,52.3768739003494,44.5720959352203,49.3540745689121,100.064551004738,63.6728935366231
Proser2,14.4723047631229,9.64512834093552,8.97549921843218,18.4871851850248,8.71144286978952,2.28018030362881,3.66175391962896,9.36933998171704,7.31471971700812
Proser3,23.7199507669956,24.0532830230738,22.3221831211657,14.7369276189197,16.6112606274869,9.88078131572484,13.9571200124988,8.69474750303342,10.3102716011162
Prox1,0.626959051110015,1.36937007309578,4.07977237201463,6.12718137560821,3.89580053804252,2.71450036146287,2.7595826640682,0.899456638244836,1.53260794070646
Prox2,2.03761691610755,5.47748029238313,8.1012622815719,3.16923174600425,4.2204505828794,2.66021035423361,4.51085627780379,8.31997390376474,6.2000957601307
Proz,0.156739762777504,0.119075658530068,0.932519399317629,0.68666687830092,0.757516771286045,0.434320057834059,0.796033460788904,3.67278127283308,0
Prp2,0,0,0,0,0,0,0,0,0
Prpf18,61.807713121929,93.2957784583084,104.733585035861,102.788749628738,92.0923960520607,83.8237711619734,101.520800699278,93.3186262179018,72.7292131862522
Prpf19,445.506652401258,630.624687575241,548.321406798766,436.350390895685,469.930939901379,424.982176590627,468.226881636033,282.354429689025,329.162387265366
Prpf3,149.529733689739,163.669492649579,139.936192360102,124.128243385166,97.8278801775122,123.889796497165,124.658839959542,193.608041382201,83.1788127819781
Prpf31,157.575708178984,168.551594649311,132.70916701539,103.422595977939,112.707673899202,148.808909815394,149.548152833542,81.6256899207189,126.579483102893
Prpf38a,86.2068695276271,106.334563067351,91.2120537457556,98.9856715335326,76.8879522855336,104.996873981384,124.234288780455,106.210838032744,68.1313893641328
Prpf38b,142.267458014381,170.635418673588,139.819627435187,157.08825354361,118.064399639011,139.959638637025,107.942137282975,418.097427344141,114.597275566461
Prpf39,41.8495166615935,74.0055217764374,45.3437557918197,62.8036090999841,62.4951336310987,54.5614572654037,62.8335745049375,215.794638458907,61.7223016120876
Prpf4,134.116990349951,171.945250917418,165.988453078538,145.943121903496,119.579433181583,138.493808441836,123.491324217052,110.408302344554,104.983643938393
Prpf40a,247.805564951234,334.185835664636,295.433802196316,275.194956611369,258.313219008541,308.638691098328,261.895008599549,316.15900834306,215.122423677344
Prpf40b,81.609169819487,64.2413177769718,68.6567407747604,69.0892520628926,55.5151576671059,39.0888052050653,44.8432182911083,28.1080199451511,49.7400940756552
Prpf4b,140.177594510681,211.240218232341,180.733916080248,196.703650368664,163.353080893755,208.419337753119,189.296756975601,316.908555541597,119.125435391275
Prpf6,251.044853381969,276.493679106818,280.979751506893,227.233916188504,241.323199995412,220.091689307409,225.27746940326,138.966050608827,223.203447364705
Prpf8,1650.52194863471,2096.62465756817,1725.10260627516,1404.70915088728,1365.09933019826,1070.65323256818,1212.41202967889,935.43490377463,1281.81755040904
Prph,9.66561870461274,14.3486168528732,12.1227521911292,8.50410518511139,9.30663461865713,2.06302027471178,5.41302753336455,9.74411358098573,10.3799355984211
Prph2,0.940438576665023,0.119075658530068,0.874236936860277,0.422564232800566,0.324650044836877,0.108580014458515,0.318413384315562,0,0.487647981133875
Prps1,185.527632540972,177.005966404946,150.893295302084,262.253926981851,132.024351566997,147.397369627434,157.349280749273,92.9438526186331,111.671387679657
Prps1l1,0,0.119075658530068,0,0.105641058200142,0,0,0,0,0
Prps1l3,167.136833708412,143.009865894612,166.396430315739,97.7179788351309,105.944131298434,138.493808441836,107.570655001274,77.5781350486171,124.350235189138
Prps2,88.2967330313272,95.3796024825846,91.620030982957,75.8502797877016,73.2085851107157,73.1829297450389,84.4856846383957,38.8265448842354,62.3492775878311
Prpsap1,106.792025039073,172.064326575948,142.733750558055,134.903631321581,128.831959459434,104.671133938008,109.958755383641,90.8451204627285,129.99301897083
Prpsap2,97.2308995096449,104.31027687234,106.948318609241,77.6989983062041,81.7035946172806,50.8697367738141,49.9378324401573,38.6016807246742,54.4075818950795
Prr11,85.0574446005921,105.14380648205,84.9175478003616,80.7097684649081,39.1744387436498,26.3849435134191,32.9557852766606,70.5323913823659,36.9219185715648
Prr12,104.075202484263,153.071759040403,140.169322209931,108.915931004346,142.142611297746,131.327527487574,125.242597830788,70.6073461022197,131.316634919622
